symbol,name,industry,sector,country,region,revenue,employees,market_cap
VV,Company 710,Technology,Communication Services,India,Asia,100000000,11000,3000000000
WWL,Company 711,Software,Consumer Staples,Brazil,South America,200000000,12000,3500000000
XX,Company 712,Financial Services,Materials,Canada,North America,300000000,13000,4000000000
YYN,Company 713,Banking,Utilities,Spain,Europe,400000000,14000,4500000000
ZZ,Company 714,Manufacturing,Real Estate,India,Asia,500000000,15000,5000000000
AAP,Company 715,Retail,Healthcare,Argentina,South America,600000000,16000,5500000000
BB,Company 716,Energy,Technology,Mexico,North America,700000000,17000,6000000000
CCR,Company 717,Consumer Goods,Financial Services,Finland,Europe,800000000,18000,6500000000
DD,Company 718,Telecommunications,Industrials,India,Asia,900000000,19000,7000000000
EET,Company 719,Automotive,Consumer Discretionary,Chile,South America,1000000000,20000,7500000000
FF,Company 720,Healthcare,Energy,USA,North America,100000000,1000,500000000
GGV,Company 721,Pharmaceuticals,Communication Services,UK,Europe,200000000,2000,1000000000
HH,Company 722,Technology,Consumer Staples,India,Asia,300000000,3000,1500000000
IIX,Company 723,Software,Materials,Brazil,South America,400000000,4000,2000000000
JJ,Company 724,Financial Services,Utilities,Canada,North America,500000000,5000,2500000000
KKZ,Company 725,Banking,Real Estate,Sweden,Europe,600000000,6000,3000000000
LL,Company 726,Manufacturing,Healthcare,India,Asia,700000000,7000,3500000000
MMB,Company 727,Retail,Technology,Argentina,South America,800000000,8000,4000000000
NN,Company 728,Energy,Financial Services,Mexico,North America,900000000,9000,4500000000
OOD,Company 729,Consumer Goods,Industrials,Germany,Europe,1000000000,10000,5000000000
PP,Company 730,Telecommunications,Consumer Discretionary,India,Asia,100000000,11000,5500000000
QQF,Company 731,Automotive,Energy,Chile,South America,200000000,12000,6000000000
RR,Company 732,Healthcare,Communication Services,USA,North America,300000000,13000,6500000000
SSH,Company 733,Pharmaceuticals,Consumer Staples,Italy,Europe,400000000,14000,7000000000
TT,Company 734,Technology,Materials,India,Asia,500000000,15000,7500000000
UUJ,Company 735,Software,Utilities,Brazil,South America,600000000,16000,500000000
VV,Company 736,Financial Services,Real Estate,Canada,North America,700000000,17000,1000000000
WWL,Company 737,Banking,Healthcare,France,Europe,800000000,18000,1500000000
XX,Company 738,Manufacturing,Technology,India,Asia,900000000,19000,2000000000
YYN,Company 739,Retail,Financial Services,Argentina,South America,1000000000,20000,2500000000
ZZ,Company 740,Energy,Industrials,Mexico,North America,100000000,1000,3000000000
AAP,Company 741,Consumer Goods,Consumer Discretionary,Spain,Europe,200000000,2000,3500000000
BB,Company 742,Telecommunications,Energy,India,Asia,300000000,3000,4000000000
CCR,Company 743,Automotive,Communication Services,Chile,South America,400000000,4000,4500000000
DD,Company 744,Healthcare,Consumer Staples,USA,North America,500000000,5000,5000000000
EET,Company 745,Pharmaceuticals,Materials,Finland,Europe,600000000,6000,5500000000
FF,Company 746,Technology,Utilities,India,Asia,700000000,7000,6000000000
GGV,Company 747,Software,Real Estate,Brazil,South America,800000000,8000,6500000000
HH,Company 748,Financial Services,Healthcare,Canada,North America,900000000,9000,7000000000
IIX,Company 749,Banking,Technology,UK,Europe,1000000000,10000,7500000000
JJ,Company 750,Manufacturing,Financial Services,India,Asia,100000000,11000,500000000
KKZ,Company 751,Retail,Industrials,Argentina,South America,200000000,12000,1000000000
LL,Company 752,Energy,Consumer Discretionary,Mexico,North America,300000000,13000,1500000000
MMB,Company 753,Consumer Goods,Energy,Sweden,Europe,400000000,14000,2000000000
NN,Company 754,Telecommunications,Communication Services,India,Asia,500000000,15000,2500000000
OOD,Company 755,Automotive,Consumer Staples,Chile,South America,600000000,16000,3000000000
PP,Company 756,Healthcare,Materials,USA,North America,700000000,17000,3500000000
QQF,Company 757,Pharmaceuticals,Utilities,Germany,Europe,800000000,18000,4000000000
RR,Company 758,Technology,Real Estate,India,Asia,900000000,19000,4500000000
SSH,Company 759,Software,Healthcare,Brazil,South America,1000000000,20000,5000000000
TT,Company 760,Financial Services,Technology,Canada,North America,100000000,1000,5500000000
UUJ,Company 761,Banking,Financial Services,Italy,Europe,200000000,2000,6000000000
VV,Company 762,Manufacturing,Industrials,India,Asia,300000000,3000,6500000000
WWL,Company 763,Retail,Consumer Discretionary,Argentina,South America,400000000,4000,7000000000
XX,Company 764,Energy,Energy,Mexico,North America,500000000,5000,7500000000
YYN,Company 765,Consumer Goods,Communication Services,France,Europe,600000000,6000,500000000
ZZ,Company 766,Telecommunications,Consumer Staples,India,Asia,700000000,7000,1000000000
AAP,Company 767,Automotive,Materials,Chile,South America,800000000,8000,1500000000
BB,Company 768,Healthcare,Utilities,USA,North America,900000000,9000,2000000000
CCR,Company 769,Pharmaceuticals,Real Estate,Spain,Europe,1000000000,10000,2500000000
DD,Company 770,Technology,Healthcare,India,Asia,100000000,11000,3000000000
EET,Company 771,Software,Technology,Brazil,South America,200000000,12000,3500000000
FF,Company 772,Financial Services,Financial Services,Canada,North America,300000000,13000,4000000000
GGV,Company 773,Banking,Industrials,Finland,Europe,400000000,14000,4500000000
HH,Company 774,Manufacturing,Consumer Discretionary,India,Asia,500000000,15000,5000000000
IIX,Company 775,Retail,Energy,Argentina,South America,600000000,16000,5500000000
JJ,Company 776,Energy,Communication Services,Mexico,North America,700000000,17000,6000000000
KKZ,Company 777,Consumer Goods,Consumer Staples,UK,Europe,800000000,18000,6500000000
LL,Company 778,Telecommunications,Materials,India,Asia,900000000,19000,7000000000
MMB,Company 779,Automotive,Utilities,Chile,South America,1000000000,20000,7500000000
NN,Company 780,Healthcare,Real Estate,USA,North America,100000000,1000,500000000
OOD,Company 781,Pharmaceuticals,Healthcare,Sweden,Europe,200000000,2000,1000000000
PP,Company 782,Technology,Technology,India,Asia,300000000,3000,1500000000
QQF,Company 783,Software,Financial Services,Brazil,South America,400000000,4000,2000000000
RR,Company 784,Financial Services,Industrials,Canada,North America,500000000,5000,2500000000
SSH,Company 785,Banking,Consumer Discretionary,Germany,Europe,600000000,6000,3000000000
TT,Company 786,Manufacturing,Energy,India,Asia,700000000,7000,3500000000
UUJ,Company 787,Retail,Communication Services,Argentina,South America,800000000,8000,4000000000
VV,Company 788,Energy,Consumer Staples,Mexico,North America,900000000,9000,4500000000
WWL,Company 789,Consumer Goods,Materials,Italy,Europe,1000000000,10000,5000000000
XX,Company 790,Telecommunications,Utilities,India,Asia,100000000,11000,5500000000
YYN,Company 791,Automotive,Real Estate,Chile,South America,200000000,12000,6000000000
ZZ,Company 792,Healthcare,Healthcare,USA,North America,300000000,13000,6500000000
AAP,Company 793,Pharmaceuticals,Technology,France,Europe,400000000,14000,7000000000
BB,Company 794,Technology,Financial Services,India,Asia,500000000,15000,7500000000
CCR,Company 795,Software,Industrials,Brazil,South America,600000000,16000,500000000
DD,Company 796,Financial Services,Consumer Discretionary,Canada,North America,700000000,17000,1000000000
EET,Company 797,Banking,Energy,Spain,Europe,800000000,18000,1500000000
FF,Company 798,Manufacturing,Communication Services,India,Asia,900000000,19000,2000000000
GGV,Company 799,Retail,Consumer Staples,Argentina,South America,1000000000,20000,2500000000
HH,Company 800,Energy,Materials,Mexico,North America,100000000,1000,3000000000
IIX,Company 801,Consumer Goods,Utilities,Finland,Europe,200000000,2000,3500000000
JJ,Company 802,Telecommunications,Real Estate,India,Asia,300000000,3000,4000000000
KKZ,Company 803,Automotive,Healthcare,Chile,South America,400000000,4000,4500000000
LL,Company 804,Healthcare,Technology,USA,North America,500000000,5000,5000000000
MMB,Company 805,Pharmaceuticals,Financial Services,UK,Europe,600000000,6000,5500000000
NN,Company 806,Technology,Industrials,India,Asia,700000000,7000,6000000000
OOD,Company 807,Software,Consumer Discretionary,Brazil,South America,800000000,8000,6500000000
PP,Company 808,Financial Services,Energy,Canada,North America,900000000,9000,7000000000
QQF,Company 809,Banking,Communication Services,Sweden,Europe,1000000000,10000,7500000000
RR,Company 810,Manufacturing,Consumer Staples,India,Asia,100000000,11000,500000000
SSH,Company 811,Retail,Materials,Argentina,South America,200000000,12000,1000000000
TT,Company 812,Energy,Utilities,Mexico,North America,300000000,13000,1500000000
UUJ,Company 813,Consumer Goods,Real Estate,Germany,Europe,400000000,14000,2000000000
VV,Company 814,Telecommunications,Healthcare,India,Asia,500000000,15000,2500000000
WWL,Company 815,Automotive,Technology,Chile,South America,600000000,16000,3000000000
XX,Company 816,Healthcare,Financial Services,USA,North America,700000000,17000,3500000000
YYN,Company 817,Pharmaceuticals,Industrials,Italy,Europe,800000000,18000,4000000000
ZZ,Company 818,Technology,Consumer Discretionary,India,Asia,900000000,19000,4500000000
AAP,Company 819,Software,Energy,Brazil,South America,1000000000,20000,5000000000
BB,Company 820,Financial Services,Communication Services,Canada,North America,100000000,1000,5500000000
CCR,Company 821,Banking,Consumer Staples,France,Europe,200000000,2000,6000000000
DD,Company 822,Manufacturing,Materials,India,Asia,300000000,3000,6500000000
EET,Company 823,Retail,Utilities,Argentina,South America,400000000,4000,7000000000
FF,Company 824,Energy,Real Estate,Mexico,North America,500000000,5000,7500000000
GGV,Company 825,Consumer Goods,Healthcare,Spain,Europe,600000000,6000,500000000
HH,Company 826,Telecommunications,Technology,India,Asia,700000000,7000,1000000000
IIX,Company 827,Automotive,Financial Services,Chile,South America,800000000,8000,1500000000
JJ,Company 828,Healthcare,Industrials,USA,North America,900000000,9000,2000000000
KKZ,Company 829,Pharmaceuticals,Consumer Discretionary,Finland,Europe,1000000000,10000,2500000000
LL,Company 830,Technology,Energy,India,Asia,100000000,11000,3000000000
MMB,Company 831,Software,Communication Services,Brazil,South America,200000000,12000,3500000000
NN,Company 832,Financial Services,Consumer Staples,Canada,North America,300000000,13000,4000000000
OOD,Company 833,Banking,Materials,UK,Europe,400000000,14000,4500000000
PP,Company 834,Manufacturing,Utilities,India,Asia,500000000,15000,5000000000
QQF,Company 835,Retail,Real Estate,Argentina,South America,600000000,16000,5500000000
RR,Company 836,Energy,Healthcare,Mexico,North America,700000000,17000,6000000000
SSH,Company 837,Consumer Goods,Technology,Sweden,Europe,800000000,18000,6500000000
TT,Company 838,Telecommunications,Financial Services,India,Asia,900000000,19000,7000000000
UUJ,Company 839,Automotive,Industrials,Chile,South America,1000000000,20000,7500000000
VV,Company 840,Healthcare,Consumer Discretionary,USA,North America,100000000,1000,500000000
WWL,Company 841,Pharmaceuticals,Energy,Germany,Europe,200000000,2000,1000000000
XX,Company 842,Technology,Communication Services,India,Asia,300000000,3000,1500000000
YYN,Company 843,Software,Consumer Staples,Brazil,South America,400000000,4000,2000000000
ZZ,Company 844,Financial Services,Materials,Canada,North America,500000000,5000,2500000000
AAP,Company 845,Banking,Utilities,Italy,Europe,600000000,6000,3000000000
BB,Company 846,Manufacturing,Real Estate,India,Asia,700000000,7000,3500000000
CCR,Company 847,Retail,Healthcare,Argentina,South America,800000000,8000,4000000000
DD,Company 848,Energy,Technology,Mexico,North America,900000000,9000,4500000000
EET,Company 849,Consumer Goods,Financial Services,France,Europe,1000000000,10000,5000000000
FF,Company 850,Telecommunications,Industrials,India,Asia,100000000,11000,5500000000
GGV,Company 851,Automotive,Consumer Discretionary,Chile,South America,200000000,12000,6000000000
HH,Company 852,Healthcare,Energy,USA,North America,300000000,13000,6500000000
IIX,Company 853,Pharmaceuticals,Communication Services,Spain,Europe,400000000,14000,7000000000
JJ,Company 854,Technology,Consumer Staples,India,Asia,500000000,15000,7500000000
KKZ,Company 855,Software,Materials,Brazil,South America,600000000,16000,500000000
LL,Company 856,Financial Services,Utilities,Canada,North America,700000000,17000,1000000000
MMB,Company 857,Banking,Real Estate,Finland,Europe,800000000,18000,1500000000
NN,Company 858,Manufacturing,Healthcare,India,Asia,900000000,19000,2000000000
OOD,Company 859,Retail,Technology,Argentina,South America,1000000000,20000,2500000000
PP,Company 860,Energy,Financial Services,Mexico,North America,100000000,1000,3000000000
QQF,Company 861,Consumer Goods,Industrials,UK,Europe,200000000,2000,3500000000
RR,Company 862,Telecommunications,Consumer Discretionary,India,Asia,300000000,3000,4000000000
SSH,Company 863,Automotive,Energy,Chile,South America,400000000,4000,4500000000
TT,Company 864,Healthcare,Communication Services,USA,North America,500000000,5000,5000000000
UUJ,Company 865,Pharmaceuticals,Consumer Staples,Sweden,Europe,600000000,6000,5500000000
VV,Company 866,Technology,Materials,India,Asia,700000000,7000,6000000000
WWL,Company 867,Software,Utilities,Brazil,South America,800000000,8000,6500000000
XX,Company 868,Financial Services,Real Estate,Canada,North America,900000000,9000,7000000000
YYN,Company 869,Banking,Healthcare,Germany,Europe,1000000000,10000,7500000000
ZZ,Company 870,Manufacturing,Technology,India,Asia,100000000,11000,500000000
AAP,Company 871,Retail,Financial Services,Argentina,South America,200000000,12000,1000000000
BB,Company 872,Energy,Industrials,Mexico,North America,300000000,13000,1500000000
CCR,Company 873,Consumer Goods,Consumer Discretionary,Italy,Europe,400000000,14000,2000000000
DD,Company 874,Telecommunications,Energy,India,Asia,500000000,15000,2500000000
EET,Company 875,Automotive,Communication Services,Chile,South America,600000000,16000,3000000000
FF,Company 876,Healthcare,Consumer Staples,USA,North America,700000000,17000,3500000000
GGV,Company 877,Pharmaceuticals,Materials,France,Europe,800000000,18000,4000000000
HH,Company 878,Technology,Utilities,India,Asia,900000000,19000,4500000000
IIX,Company 879,Software,Real Estate,Brazil,South America,1000000000,20000,5000000000
JJ,Company 880,Financial Services,Healthcare,Canada,North America,100000000,1000,5500000000
KKZ,Company 881,Banking,Technology,Spain,Europe,200000000,2000,6000000000
LL,Company 882,Manufacturing,Financial Services,India,Asia,300000000,3000,6500000000
MMB,Company 883,Retail,Industrials,Argentina,South America,400000000,4000,7000000000
NN,Company 884,Energy,Consumer Discretionary,Mexico,North America,500000000,5000,7500000000
OOD,Company 885,Consumer Goods,Energy,Finland,Europe,600000000,6000,500000000
PP,Company 886,Telecommunications,Communication Services,India,Asia,700000000,7000,1000000000
QQF,Company 887,Automotive,Consumer Staples,Chile,South America,800000000,8000,1500000000
RR,Company 888,Healthcare,Materials,USA,North America,900000000,9000,2000000000
SSH,Company 889,Pharmaceuticals,Utilities,UK,Europe,1000000000,10000,2500000000
TT,Company 890,Technology,Real Estate,India,Asia,100000000,11000,3000000000
UUJ,Company 891,Software,Healthcare,Brazil,South America,200000000,12000,3500000000
VV,Company 892,Financial Services,Technology,Canada,North America,300000000,13000,4000000000
WWL,Company 893,Banking,Financial Services,Sweden,Europe,400000000,14000,4500000000
XX,Company 894,Manufacturing,Industrials,India,Asia,500000000,15000,5000000000
YYN,Company 895,Retail,Consumer Discretionary,Argentina,South America,600000000,16000,5500000000
ZZ,Company 896,Energy,Energy,Mexico,North America,700000000,17000,6000000000
AAP,Company 897,Consumer Goods,Communication Services,Germany,Europe,800000000,18000,6500000000
BB,Company 898,Telecommunications,Consumer Staples,India,Asia,900000000,19000,7000000000
CCR,Company 899,Automotive,Materials,Chile,South America,1000000000,20000,7500000000
DD,Company 900,Healthcare,Utilities,USA,North America,100000000,1000,500000000
EET,Company 901,Pharmaceuticals,Real Estate,Italy,Europe,200000000,2000,1000000000
FF,Company 902,Technology,Healthcare,India,Asia,300000000,3000,1500000000
GGV,Company 903,Software,Technology,Brazil,South America,400000000,4000,2000000000
HH,Company 904,Financial Services,Financial Services,Canada,North America,500000000,5000,2500000000
IIX,Company 905,Banking,Industrials,France,Europe,600000000,6000,3000000000
JJ,Company 906,Manufacturing,Consumer Discretionary,India,Asia,700000000,7000,3500000000
KKZ,Company 907,Retail,Energy,Argentina,South America,800000000,8000,4000000000
LL,Company 908,Energy,Communication Services,Mexico,North America,900000000,9000,4500000000
MMB,Company 909,Consumer Goods,Consumer Staples,Spain,Europe,1000000000,10000,5000000000
NN,Company 910,Telecommunications,Materials,India,Asia,100000000,11000,5500000000
OOD,Company 911,Automotive,Utilities,Chile,South America,200000000,12000,6000000000
PP,Company 912,Healthcare,Real Estate,USA,North America,300000000,13000,6500000000
QQF,Company 913,Pharmaceuticals,Healthcare,Finland,Europe,400000000,14000,7000000000
RR,Company 914,Technology,Technology,India,Asia,500000000,15000,7500000000
SSH,Company 915,Software,Financial Services,Brazil,South America,600000000,16000,500000000
TT,Company 916,Financial Services,Industrials,Canada,North America,700000000,17000,1000000000
UUJ,Company 917,Banking,Consumer Discretionary,UK,Europe,800000000,18000,1500000000
VV,Company 918,Manufacturing,Energy,India,Asia,900000000,19000,2000000000
WWL,Company 919,Retail,Communication Services,Argentina,South America,1000000000,20000,2500000000
XX,Company 920,Energy,Consumer Staples,Mexico,North America,100000000,1000,3000000000
YYN,Company 921,Consumer Goods,Materials,Sweden,Europe,200000000,2000,3500000000
ZZ,Company 922,Telecommunications,Utilities,India,Asia,300000000,3000,4000000000
AAP,Company 923,Automotive,Real Estate,Chile,South America,400000000,4000,4500000000
BB,Company 924,Healthcare,Healthcare,USA,North America,500000000,5000,5000000000
CCR,Company 925,Pharmaceuticals,Technology,Germany,Europe,600000000,6000,5500000000
DD,Company 926,Technology,Financial Services,India,Asia,700000000,7000,6000000000
EET,Company 927,Software,Industrials,Brazil,South America,800000000,8000,6500000000
FF,Company 928,Financial Services,Consumer Discretionary,Canada,North America,900000000,9000,7000000000
GGV,Company 929,Banking,Energy,Italy,Europe,1000000000,10000,7500000000
HH,Company 930,Manufacturing,Communication Services,India,Asia,100000000,11000,500000000
IIX,Company 931,Retail,Consumer Staples,Argentina,South America,200000000,12000,1000000000
JJ,Company 932,Energy,Materials,Mexico,North America,300000000,13000,1500000000
KKZ,Company 933,Consumer Goods,Utilities,France,Europe,400000000,14000,2000000000
LL,Company 934,Telecommunications,Real Estate,India,Asia,500000000,15000,2500000000
MMB,Company 935,Automotive,Healthcare,Chile,South America,600000000,16000,3000000000
NN,Company 936,Healthcare,Technology,USA,North America,700000000,17000,3500000000
OOD,Company 937,Pharmaceuticals,Financial Services,Spain,Europe,800000000,18000,4000000000
PP,Company 938,Technology,Industrials,India,Asia,900000000,19000,4500000000
QQF,Company 939,Software,Consumer Discretionary,Brazil,South America,1000000000,20000,5000000000
RR,Company 940,Financial Services,Energy,Canada,North America,100000000,1000,5500000000
SSH,Company 941,Banking,Communication Services,Finland,Europe,200000000,2000,6000000000
TT,Company 942,Manufacturing,Consumer Staples,India,Asia,300000000,3000,6500000000
UUJ,Company 943,Retail,Materials,Argentina,South America,400000000,4000,7000000000
VV,Company 944,Energy,Utilities,Mexico,North America,500000000,5000,7500000000
WWL,Company 945,Consumer Goods,Real Estate,UK,Europe,600000000,6000,500000000
XX,Company 946,Telecommunications,Healthcare,India,Asia,700000000,7000,1000000000
YYN,Company 947,Automotive,Technology,Chile,South America,800000000,8000,1500000000
ZZ,Company 948,Healthcare,Financial Services,USA,North America,900000000,9000,2000000000
AAP,Company 949,Pharmaceuticals,Industrials,Sweden,Europe,1000000000,10000,2500000000
BB,Company 950,Technology,Consumer Discretionary,India,Asia,100000000,11000,3000000000
CCR,Company 951,Software,Energy,Brazil,South America,200000000,12000,3500000000
DD,Company 952,Financial Services,Communication Services,Canada,North America,300000000,13000,4000000000
EET,Company 953,Banking,Consumer Staples,Germany,Europe,400000000,14000,4500000000
FF,Company 954,Manufacturing,Materials,India,Asia,500000000,15000,5000000000
GGV,Company 955,Retail,Utilities,Argentina,South America,600000000,16000,5500000000
HH,Company 956,Energy,Real Estate,Mexico,North America,700000000,17000,6000000000
IIX,Company 957,Consumer Goods,Healthcare,Italy,Europe,800000000,18000,6500000000
JJ,Company 958,Telecommunications,Technology,India,Asia,900000000,19000,7000000000
KKZ,Company 959,Automotive,Financial Services,Chile,South America,1000000000,20000,7500000000
LL,Company 960,Healthcare,Industrials,USA,North America,100000000,1000,500000000
MMB,Company 961,Pharmaceuticals,Consumer Discretionary,France,Europe,200000000,2000,1000000000
NN,Company 962,Technology,Energy,India,Asia,300000000,3000,1500000000
OOD,Company 963,Software,Communication Services,Brazil,South America,400000000,4000,2000000000
PP,Company 964,Financial Services,Consumer Staples,Canada,North America,500000000,5000,2500000000
QQF,Company 965,Banking,Materials,Spain,Europe,600000000,6000,3000000000
RR,Company 966,Manufacturing,Utilities,India,Asia,700000000,7000,3500000000
SSH,Company 967,Retail,Real Estate,Argentina,South America,800000000,8000,4000000000
TT,Company 968,Energy,Healthcare,Mexico,North America,900000000,9000,4500000000
UUJ,Company 969,Consumer Goods,Technology,Finland,Europe,1000000000,10000,5000000000
VV,Company 970,Telecommunications,Financial Services,India,Asia,100000000,11000,5500000000
WWL,Company 971,Automotive,Industrials,Chile,South America,200000000,12000,6000000000
XX,Company 972,Healthcare,Consumer Discretionary,USA,North America,300000000,13000,6500000000
YYN,Company 973,Pharmaceuticals,Energy,UK,Europe,400000000,14000,7000000000
ZZ,Company 974,Technology,Communication Services,India,Asia,500000000,15000,7500000000
AAP,Company 975,Software,Consumer Staples,Brazil,South America,600000000,16000,500000000
BB,Company 976,Financial Services,Materials,Canada,North America,700000000,17000,1000000000
CCR,Company 977,Banking,Utilities,Sweden,Europe,800000000,18000,1500000000
DD,Company 978,Manufacturing,Real Estate,India,Asia,900000000,19000,2000000000
EET,Company 979,Retail,Healthcare,Argentina,South America,1000000000,20000,2500000000
FF,Company 980,Energy,Technology,Mexico,North America,100000000,1000,3000000000
GGV,Company 981,Consumer Goods,Financial Services,Germany,Europe,200000000,2000,3500000000
HH,Company 982,Telecommunications,Industrials,India,Asia,300000000,3000,4000000000
IIX,Company 983,Automotive,Consumer Discretionary,Chile,South America,400000000,4000,4500000000
JJ,Company 984,Healthcare,Energy,USA,North America,500000000,5000,5000000000
KKZ,Company 985,Pharmaceuticals,Communication Services,Italy,Europe,600000000,6000,5500000000
LL,Company 986,Technology,Consumer Staples,India,Asia,700000000,7000,6000000000
MMB,Company 987,Software,Materials,Brazil,South America,800000000,8000,6500000000
NN,Company 988,Financial Services,Utilities,Canada,North America,900000000,9000,7000000000
OOD,Company 989,Banking,Real Estate,France,Europe,1000000000,10000,7500000000
PP,Company 990,Manufacturing,Healthcare,India,Asia,100000000,11000,500000000
QQF,Company 991,Retail,Technology,Argentina,South America,200000000,12000,1000000000
RR,Company 992,Energy,Financial Services,Mexico,North America,300000000,13000,1500000000
SSH,Company 993,Consumer Goods,Industrials,Spain,Europe,400000000,14000,2000000000
TT,Company 994,Telecommunications,Consumer Discretionary,India,Asia,500000000,15000,2500000000
UUJ,Company 995,Automotive,Energy,Chile,South America,600000000,16000,3000000000
VV,Company 996,Healthcare,Communication Services,USA,North America,700000000,17000,3500000000
WWL,Company 997,Pharmaceuticals,Consumer Staples,Finland,Europe,800000000,18000,4000000000
XX,Company 998,Technology,Materials,India,Asia,900000000,19000,4500000000
YYN,Company 999,Software,Utilities,Brazil,South America,1000000000,20000,5000000000
